=== NEW BUY SYSTEM + CONFIRMATION FILTERS ===
Native 2H | ATR 10 | Multiplier 2.0 | HL2 | Wilder RMA
Filters: 2H momentum > 0% | RVOL >= 1.20 | body >= 50% | 4H AL | 1D AL
No Study | production scanner/state untouched

BIST:A1CAP: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:NUHCM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OBAMS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OBASE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ODAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ODINE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OFSYM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ONCSM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ONRYT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ORCAY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ORGE: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ORMA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ORZAX: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OSMEN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OSTIM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OTKAR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OTTO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OYAKC: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OYAYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OYLUM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OYYAT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OZATD: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OZGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OZKGY: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OZRDN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OZSUB: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:OZYSR: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PAGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PAHOL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PAMEL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PAPIL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PARSN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PASEU: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PATEK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PCILT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PEKGY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PENGD: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PENTA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PETKM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PETUN: ENGINE=-1->1 BUY=True | REF=-1->1 BUY=True | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PGSUS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PINSU: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PKART: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PKENT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PLTUR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PNLSN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PNSUT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:POLHO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:POLTK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PRDGS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PRKAB: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PRKME: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PRZMA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PSDTC: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:PSGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:QNBFK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:QNBTR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:QUAGR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:QUICK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RALYH: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RAYSG: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:REEDR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RGYAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RNPOL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RODRG: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RTALB: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RUBNS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RUZYE: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RYGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:RYSAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SAFKR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SAHOL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SAMAT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SANEL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SANFM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SANKO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SARAE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SARKY: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SASA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SAYAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SDTTR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SEGMN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SEGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SEKFK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SEKUR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SELEC: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SELVA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SERNT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SEYKM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SILVR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SISE: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SKBNK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SKTAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SKYLP: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SKYMD: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SMART: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SMRTG: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SMRVA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SNGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SNICA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SNPAM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SODSN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SOHOE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SOKE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SOKM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SONME: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SRVGY: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SSAAT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SUMAS: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SUNTK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SURGY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SUWEN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:SVGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TABGD: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TARKM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TATEN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TATGD: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TAVHL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TBORG: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TCELL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TCKRC: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TDGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TEHOL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TEKTU: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TERA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TEZOL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TGSAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:THYAO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TKFEN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TKNKA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TKNSA: ENGINE=1->-1 BUY=False | REF=1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TLMAN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TMPOL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TMSN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TNZTP: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TOASO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TRALT: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TRCAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TRENJ: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TRGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TRHOL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 11:00
BIST:TRILC: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TRMET: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TSGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TSKB: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TSPOR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TTKOM: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TTRAK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TUCLK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TUKAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TUPRS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TUREX: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TURGG: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:TURSG: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:UCAYM: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:UFUK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ULAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ULKER: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ULUFA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ULUSE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ULUUN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:UNLU: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:USAK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:USHOL: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VAKBN: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VAKFA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VAKFN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VAKKO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VANGD: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VBTYZ: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VERUS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VESBE: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VESTL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VEYAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VKFYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VKGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VKING: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VRGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:VSNMD: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YAPRK: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YATAS: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YAYLA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YBTAS: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YEOTK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YESIL: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YGGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YIGIT: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YKBNK: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YKSLN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YONGA: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YUNSA: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YYAPI: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:YYLGD: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ZEDUR: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ZERGY: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ZGYO: ENGINE=1->1 BUY=False | REF=1->1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ZOREN: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00
BIST:ZRGYO: ENGINE=-1->-1 BUY=False | REF=-1->-1 BUY=False | MATCH=True | CANDLE=23.09.2026 17:00

SUMMARY OK=620 ERRORS=0 BUY=10 CONFIRMED=0 MATCH=620/620 TOTAL=620

BIST:ACSEL: MOM=2.48% RVOL=0.85 BODY=96% 4H=None 1D=None CONFIRMED=False
BIST:AKSUE: MOM=1.18% RVOL=0.43 BODY=52% 4H=None 1D=None CONFIRMED=False
BIST:ATSYH: MOM=7.01% RVOL=1.84 BODY=0% 4H=None 1D=None CONFIRMED=False
BIST:BESLR: MOM=1.86% RVOL=1.68 BODY=61% 4H=None 1D=None CONFIRMED=False
BIST:BMSCH: MOM=5.19% RVOL=0.79 BODY=92% 4H=None 1D=None CONFIRMED=False
BIST:DMRGD: MOM=12.18% RVOL=5.31 BODY=67% 4H=None 1D=None CONFIRMED=False
BIST:EMNIS: MOM=2.94% RVOL=1.40 BODY=100% 4H=None 1D=None CONFIRMED=False
BIST:ENPRA: MOM=1.76% RVOL=0.91 BODY=100% 4H=None 1D=None CONFIRMED=False
BIST:MOBTL: MOM=0.58% RVOL=1.22 BODY=16% 4H=None 1D=None CONFIRMED=False
BIST:PETUN: MOM=3.63% RVOL=4.20 BODY=71% 4H=None 1D=None CONFIRMED=False
